timestamp,evento
308619,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
310022,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
310022,Importatore 21 ha importato
315096,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
317368,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
317368,Importatore 20 ha importato
322502,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
323387,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
323387,Importatore 22 ha importato
329734,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
330629,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
330629,Importatore 26 ha importato
335104,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
335994,Importatore 20 ha importato
335994,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
341041,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
341978,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
341978,Importatore 21 ha importato
346183,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
347282,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
347282,Importatore 24 ha importato
352970,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
354023,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
354023,Importatore 26 ha importato
354752,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
356657,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
356657,Importatore 25 ha importato
360454,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
361517,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
361517,Importatore 24 ha importato
366857,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
367828,Importatore 24 ha importato
367828,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
370909,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
372280,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
372280,Importatore 20 ha importato
377963,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
379450,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
379450,Importatore 22 ha importato
382994,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
383946,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
383946,Importatore 19 ha importato
385442,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
386354,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
386354,Importatore 24 ha importato
392051,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
393102,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
393102,Importatore 26 ha importato
399283,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
401541,Importatore 20 ha importato
401541,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
403293,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
404208,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
404208,Importatore 19 ha importato
410327,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
411291,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
411291,Importatore 25 ha importato
415941,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
417930,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
417930,Importatore 24 ha importato
422551,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
423485,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
423485,Importatore 23 ha importato
427629,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
428928,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
428928,Importatore 25 ha importato
434950,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
436231,Importatore 23 ha importato
436231,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
439237,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
440126,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
440126,Importatore 19 ha importato
443626,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
445579,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
445579,Importatore 22 ha importato
446835,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
447791,Importatore 25 ha importato
447791,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
451775,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
452790,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
452790,Importatore 23 ha importato
458270,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
459797,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
459797,Importatore 19 ha importato
462570,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
463558,Importatore 25 ha importato
463558,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
469062,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
469980,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
469980,Importatore 26 ha importato
473116,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
473985,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
473985,Importatore 23 ha importato
479053,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
480207,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
480207,Importatore 24 ha importato
484792,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
486236,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
486236,Importatore 23 ha importato
491387,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
492333,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
492333,Importatore 24 ha importato
496127,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
497805,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
497805,Importatore 24 ha importato
497909,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
498950,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
498950,Importatore 20 ha importato
500115,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
501539,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
501539,Importatore 20 ha importato
503690,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
504598,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
504598,Importatore 26 ha importato
511731,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
513553,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
513553,Importatore 23 ha importato
514715,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
516177,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
516177,Importatore 24 ha importato
520897,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
521915,Importatore 18 ha importato
521915,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
524131,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
525279,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
525279,Importatore 23 ha importato
527644,Consumatore con id 16 ha acquistato da 36
529178,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
530954,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
530954,Importatore 26 ha importato
534735,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
535880,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
535880,Importatore 19 ha importato
541925,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
543025,Consumatore con id 11 ha acquistato da 38
543179,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
543179,Importatore 23 ha importato
543198,Consumatore con id 9 ha acquistato da 39
549794,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
550955,Importatore 18 ha importato
550955,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
552509,Consumatore con id 13 ha acquistato da 39
554972,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
556341,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
556341,Importatore 26 ha importato
561083,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
562015,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
562015,Importatore 22 ha importato
563843,Consumatore con id 17 ha acquistato da 40
565283,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
566344,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
566344,Importatore 21 ha importato
571034,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
571905,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
571905,Importatore 20 ha importato
574521,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
575465,Importatore 25 ha importato
575465,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
578268,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
579502,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
579502,Importatore 24 ha importato
580611,Consumatore con id 12 ha acquistato da 37
584384,Consumatore con id 10 ha acquistato da 40
584864,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
585892,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
585892,Importatore 23 ha importato
588903,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
590076,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
590076,Importatore 20 ha importato
595170,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
596776,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
596776,Importatore 23 ha importato
600343,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
601868,Importatore 18 ha importato
601868,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
603500,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
604942,Importatore 26 ha importato
604942,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
606548,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
607449,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
607449,Importatore 24 ha importato
611244,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
612637,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
612637,Importatore 23 ha importato
617266,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
619457,Importatore 21 ha importato
619457,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
621011,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
622623,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
622623,Importatore 19 ha importato
624638,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
625970,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
625970,Importatore 18 ha importato
627557,Consumatore con id 8 ha acquistato da 36
631845,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
633135,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
633135,Importatore 18 ha importato
638508,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
639676,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
639676,Importatore 18 ha importato
644331,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
645424,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
645424,Importatore 21 ha importato
648676,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
649782,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
649782,Importatore 24 ha importato
650233,Consumatore con id 6 ha acquistato da 40
652173,Consumatore con id 7 ha acquistato da 38
653000,Consumatore con id 14 ha acquistato da 38
656164,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
657697,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
657697,Importatore 20 ha importato
660414,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
661577,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
661577,Importatore 22 ha importato
663049,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
664252,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
664252,Importatore 24 ha importato
668244,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
669595,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
669595,Importatore 20 ha importato
673133,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
675502,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
675502,Importatore 26 ha importato
679062,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
680286,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
680286,Importatore 24 ha importato
683714,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
684618,Importatore 24 ha importato
684618,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
690123,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
691249,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
691249,Importatore 21 ha importato
691443,Consumatore con id 15 ha acquistato da 41
696946,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
698009,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
698009,Importatore 22 ha importato
701362,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
702321,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
702321,Importatore 22 ha importato
704482,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
706912,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
706912,Importatore 21 ha importato
707708,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
708600,Importatore 20 ha importato
708600,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
712596,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
714023,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
714023,Importatore 24 ha importato
716665,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
717687,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
717687,Importatore 23 ha importato
722573,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
723955,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
723955,Importatore 18 ha importato
727154,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
728455,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
728455,Importatore 24 ha importato
731581,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
732697,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
732697,Importatore 25 ha importato
739089,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
740069,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
740069,Importatore 20 ha importato
742970,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
